gene_id	chromosome_name	description
Potra2n9c18787	chr9	sp|Q4A9A2|IF2_MYCHJ Translation initiation factor IF-2 OS=Mycoplasma hyopneumoniae (strain J / ATCC 25934 / NCTC 10110) OX=262719 GN=infB PE=3 SV=1
Potra2n9c18788	chr9	None available
Potra2n9c18789	chr9	sp|Q7XJM2|CCD7_ARATH Carotenoid cleavage dioxygenase 7, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CCD7 PE=1 SV=1
Potra2n9c18790	chr9	sp|Q6CL78|PPID_KLULA Peptidyl-prolyl cis-trans isomerase D OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=CPR6 PE=3 SV=1
Potra2n9c18791	chr9	None available
Potra2n9c18792	chr9	sp|P06782|SNF1_YEAST Carbon catabolite-derepressing protein kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNF1 PE=1 SV=1
Potra2n9c18793	chr9	sp|Q1PE39|MRS26_ARATH Magnesium transporter MRS2-6, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=MRS2-6 PE=2 SV=1
Potra2n9c18794	chr9	sp|Q4PBS8|PMIP_USTMA Mitochondrial intermediate peptidase OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=OCT1 PE=3 SV=3
Potra2n9c18795	chr9	None available
Potra2n9c18796	chr9	sp|Q96ER3|SAAL1_HUMAN Protein SAAL1 OS=Homo sapiens OX=9606 GN=SAAL1 PE=1 SV=2
Potra2n9c18797	chr9	sp|Q3MKY2|AAE_RAUSE Acetylajmalan esterase OS=Rauvolfia serpentina OX=4060 GN=AAE PE=1 SV=1
Potra2n9c18798	chr9	sp|Q8WMP9|PAG15_BOVIN Group XV phospholipase A2 OS=Bos taurus OX=9913 GN=PLA2G15 PE=1 SV=1
Potra2n9c18799	chr9	None available
Potra2n9c18800	chr9	sp|Q7NTL6|HLDD_CHRVO ADP-L-glycero-D-manno-heptose-6-epimerase OS=Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757) OX=243365 GN=hldD PE=3 SV=1
Potra2n9c18801	chr9	sp|Q9M2W8|Y3990_ARATH BTB/POZ domain-containing protein At3g49900 OS=Arabidopsis thaliana OX=3702 GN=At3g49900 PE=3 SV=1
Potra2n9c18802	chr9	sp|B9DFK5|RETIC_ARATH Protein RETICULATA, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RE PE=1 SV=1
Potra2n9c18803	chr9	sp|O43005|AP2B_SCHPO AP-2 complex subunit beta OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=apl1 PE=3 SV=1
Potra2n9c18804	chr9	sp|Q5SMU7|ORC1_ORYSJ Origin of replication complex subunit 1 OS=Oryza sativa subsp. japonica OX=39947 GN=ORC1 PE=2 SV=1
Potra2n9c18805	chr9	sp|Q1L8L6|RN19B_DANRE E3 ubiquitin-protein ligase RNF19B OS=Danio rerio OX=7955 GN=rnf19b PE=3 SV=2
Potra2n9c18806	chr9	sp|O22130|AHL22_ARATH AT-hook motif nuclear-localized protein 22 OS=Arabidopsis thaliana OX=3702 GN=AHL22 PE=1 SV=1
Potra2n9c18807	chr9	sp|Q9LFB2|LAX1_ARATH Auxin transporter-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=LAX1 PE=2 SV=1
Potra2n9c18808	chr9	None available
Potra2n9c18809	chr9	sp|Q9U720|DCSA_DICDI Cellulose synthase catalytic subunit A [UDP-forming] OS=Dictyostelium discoideum OX=44689 GN=dcsA PE=1 SV=1
Potra2n9c18810	chr9	sp|Q59LX5|TRY2_CANAL Transcriptional regulator of yeast form adherence 2 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=TRY2 PE=2 SV=2
Potra2n9c18811	chr9	sp|Q9M4T3|HDT4_ARATH Histone deacetylase HDT4 OS=Arabidopsis thaliana OX=3702 GN=HDT4 PE=2 SV=1
Potra2n9c18812	chr9	sp|P46270|QCR9_SOLTU Cytochrome b-c1 complex subunit 9 OS=Solanum tuberosum OX=4113 PE=1 SV=1
Potra2n9c18813	chr9	None available
Potra2n9c18814	chr9	sp|Q8LPR8|TI100_ARATH Protein TIC 100 OS=Arabidopsis thaliana OX=3702 GN=TIC100 PE=1 SV=1
Potra2n9c18815	chr9	None available
Potra2n9c18816	chr9	None available
Potra2n9c18817	chr9	None available
Potra2n9c18818	chr9	sp|Q8LA14|PSK6_ARATH Putative phytosulfokines 6 OS=Arabidopsis thaliana OX=3702 GN=PSK6 PE=2 SV=2
Potra2n9c18819	chr9	sp|P32452|PHA2_YEAST Putative prephenate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHA2 PE=1 SV=3
Potra2n9c18820	chr9	None available
Potra2n9c18821	chr9	sp|P45117|URAA_HAEIN Probable uracil permease OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=uraA PE=3 SV=1
Potra2n9c18822	chr9	sp|Q8SSF6|RLP24_ENCCU Probable ribosome biogenesis protein RLP24 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=RPL24 PE=3 SV=1
Potra2n9c18823	chr9	None available
Potra2n9c18824	chr9	None available
Potra2n9c18825	chr9	None available
Potra2n9c18826	chr9	sp|Q67X83|HS26M_ORYSJ 26.2 kDa heat shock protein, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=HSP26.2 PE=2 SV=1
Potra2n9c18827	chr9	sp|P47699|Y461_MYCGE Uncharacterized protein MG461 OS=Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195) OX=243273 GN=MG461 PE=4 SV=2
Potra2n9c18828	chr9	None available
Potra2n9c18829	chr9	sp|Q9M644|LEP_ARATH Ethylene-responsive transcription factor LEP OS=Arabidopsis thaliana OX=3702 GN=LEP PE=2 SV=1
Potra2n9c18830	chr9	sp|A1B964|MIAA_PARDP tRNA dimethylallyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=miaA PE=3 SV=1
Potra2n9c18831	chr9	None available
Potra2n9c18832	chr9	sp|Q944K2|OST48_ARATH Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Arabidopsis thaliana OX=3702 GN=OST48 PE=2 SV=1
Potra2n9c18833	chr9	sp|Q58967|Y1572_METJA Putative ABC transporter ATP-binding protein MJ1572 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1572 PE=3 SV=1
Potra2n9c18834	chr9	None available
Potra2n9c18835	chr9	sp|P39155|PAP_BACSU Protein-arginine-phosphatase OS=Bacillus subtilis (strain 168) OX=224308 GN=ywlE PE=1 SV=1
Potra2n9c18836	chr9	sp|Q9ZU46|ZAR1_ARATH Receptor protein kinase-like protein ZAR1 OS=Arabidopsis thaliana OX=3702 GN=ZAR1 PE=1 SV=1
Potra2n9c18837	chr9	sp|Q10056|SHK2_SCHPO Serine/threonine-protein kinase shk2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=shk2 PE=3 SV=1
Potra2n9c18838	chr9	sp|Q6CGK4|CWC27_YARLI Peptidyl-prolyl isomerase CWC27 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=CWC27 PE=3 SV=1
Potra2n9c18839	chr9	sp|P22683|RLA2_DICDI 60S acidic ribosomal protein P2 OS=Dictyostelium discoideum OX=44689 GN=rplp2 PE=1 SV=3
Potra2n9c18840	chr9	None available
Potra2n9c18841	chr9	None available
Potra2n9c18842	chr9	sp|A0QV10|Y2408_MYCS2 Uncharacterized oxidoreductase MSMEG_2408/MSMEI_2347 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2408 PE=1 SV=1
Potra2n9c18843	chr9	None available
Potra2n9c18844	chr9	None available
Potra2n9c18845	chr9	sp|Q9MAP4|SBT32_ARATH Subtilisin-like protease SBT3.2 OS=Arabidopsis thaliana OX=3702 GN=SBT3.2 PE=2 SV=1
Potra2n9c18846	chr9	None available
Potra2n9c18847	chr9	sp|A0A1E1FFL4|PRHD_PENBI Cytochrome P450 monooxygenase prhD OS=Penicillium brasilianum OX=104259 GN=prhD PE=3 SV=1
Potra2n9c18848	chr9	sp|Q66GI4|PRRP1_ARATH Proteinaceous RNase P 1, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PRORP1 PE=1 SV=1
Potra2n9c18849	chr9	sp|B9TSP7|FACR6_ARATH Fatty acyl-CoA reductase 6, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FAR6 PE=1 SV=1
Potra2n9c18850	chr9	sp|Q66H50|FACR1_RAT Fatty acyl-CoA reductase 1 OS=Rattus norvegicus OX=10116 GN=Far1 PE=2 SV=1
Potra2n9c18851	chr9	sp|B8N0E8|ASAC_ASPFN Nonribosomal peptide synthetase asaC OS=Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167) OX=332952 GN=asaC PE=2 SV=1
Potra2n9c18852	chr9	sp|Q09855|POF11_SCHPO F-box/WD repeat-containing protein pof11 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pof11 PE=1 SV=2
Potra2n9c18853	chr9	sp|Q9FLS9|PP441_ARATH Pentatricopeptide repeat-containing protein At5g61800 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E8 PE=2 SV=1
Potra2n9c18854	chr9	None available
Potra2n9c18855	chr9	sp|F4IG09|SBT41_ARATH Subtilisin-like protease SBT4.1 OS=Arabidopsis thaliana OX=3702 GN=SBT4.1 PE=3 SV=1
Potra2n9c18856	chr9	sp|Q20EZ8|FTSHL_OLTVI ATP-dependent zinc metalloprotease FtsH homolog OS=Oltmannsiellopsis viridis OX=51324 GN=ftsH PE=3 SV=1
Potra2n9c18857	chr9	sp|Q9ZNT0|VPS4_ARATH Protein SUPPRESSOR OF K(+) TRANSPORT GROWTH DEFECT 1 OS=Arabidopsis thaliana OX=3702 GN=SKD1 PE=1 SV=1
Potra2n9c18858	chr9	sp|Q5U2M7|ZFAN3_RAT AN1-type zinc finger protein 3 OS=Rattus norvegicus OX=10116 GN=Zfand3 PE=2 SV=1
Potra2n9c18859	chr9	sp|Q6ZXD2|SIA8A_BOVIN Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase OS=Bos taurus OX=9913 GN=ST8SIA1 PE=2 SV=1
Potra2n9c18860	chr9	sp|Q08824|PARP1_ONCMA Poly [ADP-ribose] polymerase 1 (Fragment) OS=Oncorhynchus masou OX=8020 GN=parp1 PE=2 SV=2
Potra2n9c18861	chr9	sp|Q02921|NO93_SOYBN Early nodulin-93 OS=Glycine max OX=3847 PE=2 SV=1
Potra2n9c18862	chr9	None available
Potra2n9c18863	chr9	sp|Q80W31|ZN569_MOUSE Zinc finger protein 569 OS=Mus musculus OX=10090 GN=Znf569 PE=2 SV=2
Potra2n9c18864	chr9	sp|H2DH16|C7A47_PANGI Dammarenediol 12-hydroxylase OS=Panax ginseng OX=4054 GN=CYP716A47 PE=1 SV=2
Potra2n9c18865	chr9	sp|Q9WZS2|NORM_THEMA Probable multidrug resistance protein NorM OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=norM PE=3 SV=1
Potra2n9c18866	chr9	sp|Q9SVQ1|YUC2_ARATH Indole-3-pyruvate monooxygenase YUCCA2 OS=Arabidopsis thaliana OX=3702 GN=YUC2 PE=1 SV=1
Potra2n9c18867	chr9	sp|O64825|LYK4_ARATH LysM domain receptor-like kinase 4 OS=Arabidopsis thaliana OX=3702 GN=LYK4 PE=1 SV=1
Potra2n9c18868	chr9	sp|Q6PBN5|AUP1_DANRE Ancient ubiquitous protein 1 OS=Danio rerio OX=7955 GN=aup1 PE=2 SV=2
Potra2n9c18869	chr9	sp|Q0WPA5|MSR2_ARATH Protein MANNAN SYNTHESIS-RELATED 2 OS=Arabidopsis thaliana OX=3702 GN=MSR2 PE=2 SV=1
Potra2n9c18870	chr9	sp|A0A178VBJ0|APSR1_ARATH Protein ALTERED PHOSPHATE STARVATION RESPONSE 1 OS=Arabidopsis thaliana OX=3702 GN=APSR1 PE=2 SV=1
Potra2n9c18871	chr9	sp|Q96AY4|TTC28_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4
Potra2n9c18872	chr9	None available
Potra2n9c18873	chr9	None available
Potra2n9c18874	chr9	None available
Potra2n9c18875	chr9	None available
Potra2n9c18876	chr9	None available
Potra2n9c18877	chr9	sp|Q06014|CHI2_ARAHY Endochitinase 2 (Fragment) OS=Arachis hypogaea OX=3818 PE=2 SV=1
Potra2n9c18878	chr9	sp|F4HY61|NAC10_ARATH NAC domain-containing protein 10 OS=Arabidopsis thaliana OX=3702 GN=NAC010 PE=2 SV=1
Potra2n9c18879	chr9	sp|B2HS63|LOGH_MYCMM Cytokinin riboside 5'-monophosphate phosphoribohydrolase OS=Mycobacterium marinum (strain ATCC BAA-535 / M) OX=216594 GN=MMAR_4233 PE=1 SV=1
Potra2n9c18880	chr9	sp|Q4PR49|EXP17_ORYSJ Expansin-A17 OS=Oryza sativa subsp. japonica OX=39947 GN=EXPA17 PE=2 SV=2
Potra2n9c18881	chr9	sp|Q49YB4|SYT_STAS1 Threonine--tRNA ligase OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=thrS PE=3 SV=1
Potra2n9c18882	chr9	None available
Potra2n9c18883	chr9	sp|Q9SL45|SAU10_ARATH Protein SMALL AUXIN UP-REGULATED RNA 10 OS=Arabidopsis thaliana OX=3702 GN=SAUR10 PE=2 SV=1
Potra2n9c18884	chr9	sp|P33080|AX10A_SOYBN Auxin-induced protein X10A OS=Glycine max OX=3847 PE=2 SV=1
Potra2n9c18885	chr9	sp|Q42400|AAP1_ARATH Amino acid permease 1 OS=Arabidopsis thaliana OX=3702 GN=AAP1 PE=1 SV=1
Potra2n9c18886	chr9	None available
Potra2n9c18887	chr9	None available
Potra2n9c18888	chr9	sp|Q8CGB3|UACA_MOUSE Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Mus musculus OX=10090 GN=Uaca PE=1 SV=2
Potra2n9c18889	chr9	sp|P09350|SR1A_PHYPO Spherulin-1A OS=Physarum polycephalum OX=5791 PE=1 SV=1
Potra2n9c18890	chr9	sp|Q55GG4|Y9847_DICDI Probable serine/threonine-protein kinase DDB_G0267686 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0267686 PE=3 SV=1
Potra2n9c18891	chr9	sp|O94389|CC124_SCHPO Coiled-coil domain-containing protein 124 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC29A10.12 PE=3 SV=1
Potra2n9c18892	chr9	sp|Q56WM6|ROGFE_ARATH Rop guanine nucleotide exchange factor 14 OS=Arabidopsis thaliana OX=3702 GN=ROPGEF14 PE=1 SV=1
Potra2n9c18893	chr9	sp|Q9ZUH0|FBK35_ARATH F-box/kelch-repeat protein At2g24250 OS=Arabidopsis thaliana OX=3702 GN=At2g24250 PE=2 SV=2
Potra2n9c18894	chr9	sp|Q80TE0|RPAP1_MOUSE RNA polymerase II-associated protein 1 OS=Mus musculus OX=10090 GN=Rpap1 PE=1 SV=2
Potra2n9c18895	chr9	sp|I1RF60|AURJ_GIBZE O-methyltransferase aurJ OS=Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) OX=229533 GN=aurJ PE=1 SV=1
Potra2n9c18896	chr9	sp|P0CT89|OMT1_PHACR 4-O-methyltransferase 1 OS=Phanerochaete chrysosporium (strain RP-78 / ATCC MYA-4764 / FGSC 9002) OX=273507 GN=fgenesh1_kg.2_#_1379_#_Locus12621v1rpkm4.09 PE=1 SV=1
Potra2n9c18897	chr9	sp|Q97W92|HEXPP_SACS2 Hexaprenyl pyrophosphate synthase OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=gdS-2 PE=1 SV=1
Potra2n9c18898	chr9	sp|Q8NEE6|DRC6_HUMAN Dynein regulatory complex subunit 6 OS=Homo sapiens OX=9606 GN=FBXL13 PE=2 SV=3
Potra2n9c18899	chr9	sp|Q2LZZ7|TRC_DROPS Serine/threonine-protein kinase tricorner OS=Drosophila pseudoobscura pseudoobscura OX=46245 GN=trc PE=3 SV=1
Potra2n9c18900	chr9	sp|Q9SZ10|PP338_ARATH Pentatricopeptide repeat-containing protein At4g26680, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At4g26680 PE=3 SV=1
Potra2n9c18901	chr9	sp|B8M0Q1|LIS1_TALSN Nuclear distribution protein nudF OS=Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) OX=441959 GN=nudF PE=3 SV=1
Potra2n9c18902	chr9	sp|Q5SR56|MF14B_HUMAN Hippocampus abundant transcript-like protein 1 OS=Homo sapiens OX=9606 GN=MFSD14B PE=2 SV=3
Potra2n9c18903	chr9	None available
Potra2n9c18904	chr9	sp|Q6BM04|SET2_DEBHA Histone-lysine N-methyltransferase, H3 lysine-36 specific OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) OX=284592 GN=SET2 PE=3 SV=2
Potra2n9c18905	chr9	None available
Potra2n9c18906	chr9	sp|Q28654|2A5E_RABIT Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform (Fragment) OS=Oryctolagus cuniculus OX=9986 GN=PPP2R5E PE=2 SV=1
Potra2n9c18907	chr9	sp|O60518|RNBP6_HUMAN Ran-binding protein 6 OS=Homo sapiens OX=9606 GN=RANBP6 PE=1 SV=2
Potra2n9c18908	chr9	sp|Q61712|DNJC1_MOUSE DnaJ homolog subfamily C member 1 OS=Mus musculus OX=10090 GN=Dnajc1 PE=1 SV=1
Potra2n9c18909	chr9	None available
Potra2n9c18910	chr9	sp|Q24751|ATPB_DROVI ATP synthase subunit beta, mitochondrial (Fragment) OS=Drosophila virilis OX=7244 GN=ATPsynbeta PE=3 SV=1
Potra2n9c18911	chr9	None available
Potra2n9c18912	chr9	sp|G5DBJ0|CPP1_NICBE Protein CHAPERONE-LIKE PROTEIN OF POR1, chloroplastic OS=Nicotiana benthamiana OX=4100 GN=CPP1 PE=1 SV=1
Potra2n9c18913	chr9	sp|Q93YU8|NRG2_ARATH Nitrate regulatory gene2 protein OS=Arabidopsis thaliana OX=3702 GN=NRG2 PE=1 SV=1
Potra2n9c18914	chr9	None available
Potra2n9c18915	chr9	sp|Q8T6B9|PUF68_DROME Poly(U)-binding-splicing factor half pint OS=Drosophila melanogaster OX=7227 GN=hfp PE=1 SV=2
Potra2n9c18916	chr9	sp|O68844|IF3_VIBCH Translation initiation factor IF-3 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=infC PE=3 SV=1
Potra2n9c18917	chr9	sp|Q8SYG2|CSN3_DROME COP9 signalosome complex subunit 3 OS=Drosophila melanogaster OX=7227 GN=CSN3 PE=2 SV=2
Potra2n9c18918	chr9	sp|O13732|YDOC_SCHPO Uncharacterized protein C15A10.12c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC15A10.12c PE=4 SV=2
Potra2n9c18919	chr9	sp|Q3UDW8|HGNAT_MOUSE Heparan-alpha-glucosaminide N-acetyltransferase OS=Mus musculus OX=10090 GN=Hgsnat PE=1 SV=2
Potra2n9c18920	chr9	sp|F9USY3|GLPF2_LACPL Glycerol uptake facilitator protein 2 OS=Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=glpF2 PE=3 SV=1
Potra2n9c18921	chr9	None available
Potra2n9c18922	chr9	None available
Potra2n9c18923	chr9	sp|Q39204|MYC2_ARATH Transcription factor MYC2 OS=Arabidopsis thaliana OX=3702 GN=MYC2 PE=1 SV=2
Potra2n9c18924	chr9	sp|P93328|NO16_MEDTR Early nodulin-16 OS=Medicago truncatula OX=3880 GN=ENOD16 PE=3 SV=1
Potra2n9c18925	chr9	None available
Potra2n9c18926	chr9	sp|P52485|UBCD2_DROME Ubiquitin-conjugating enzyme E2-24 kDa OS=Drosophila melanogaster OX=7227 GN=Ubc2 PE=2 SV=1
Potra2n9c18927	chr9	None available
Potra2n9c18928	chr9	None available
Potra2n9c18929	chr9	sp|A8MQG7|ASK20_ARATH SKP1-like protein 20 OS=Arabidopsis thaliana OX=3702 GN=ASK20 PE=2 SV=1
Potra2n9c18930	chr9	None available
Potra2n9c18931	chr9	sp|Q07404|UREH_BACSB Urease accessory protein UreH OS=Bacillus sp. (strain TB-90) OX=36824 GN=ureH PE=3 SV=1
Potra2n9c18932	chr9	sp|Q8SX37|CDIPT_DROME CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Drosophila melanogaster OX=7227 GN=Pis PE=1 SV=1
Potra2n9c18933	chr9	sp|F4IDI6|BRG2_ARATH Probable BOI-related E3 ubiquitin-protein ligase 2 OS=Arabidopsis thaliana OX=3702 GN=BRG2 PE=1 SV=1
Potra2n9c18934	chr9	sp|Q9LZF1|HIP6_ARATH Heavy metal-associated isoprenylated plant protein 6 OS=Arabidopsis thaliana OX=3702 GN=HIPP06 PE=1 SV=1
Potra2n9c18935	chr9	None available
Potra2n9c18936	chr9	sp|O54929|WSB2_MOUSE WD repeat and SOCS box-containing protein 2 OS=Mus musculus OX=10090 GN=Wsb2 PE=2 SV=2
Potra2n9c18937	chr9	sp|Q8GTS1|BZP24_ARATH Basic leucine zipper 24 OS=Arabidopsis thaliana OX=3702 GN=BZIP24 PE=1 SV=1
Potra2n9c18938	chr9	None available
Potra2n9c18939	chr9	sp|P83510|TNIK_MOUSE Traf2 and NCK-interacting protein kinase OS=Mus musculus OX=10090 GN=Tnik PE=1 SV=2
Potra2n9c18940	chr9	sp|Q5S006|LRRK2_MOUSE Leucine-rich repeat serine/threonine-protein kinase 2 OS=Mus musculus OX=10090 GN=Lrrk2 PE=1 SV=2
Potra2n9c18941	chr9	sp|O42709|MCM10_SCHPO DNA replication licensing factor mcm10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mcm10 PE=1 SV=1
Potra2n9c18942	chr9	sp|Q0CMF3|BGALB_ASPTN Probable beta-galactosidase B OS=Aspergillus terreus (strain NIH 2624 / FGSC A1156) OX=341663 GN=lacB PE=3 SV=2
Potra2n9c18943	chr9	sp|Q71VM4|IMA1A_ORYSJ Importin subunit alpha-1a OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0253300 PE=1 SV=2
Potra2n9c18944	chr9	sp|O08835|SYT11_RAT Synaptotagmin-11 OS=Rattus norvegicus OX=10116 GN=Syt11 PE=1 SV=2
Potra2n9c18945	chr9	sp|Q96518|PER16_ARATH Peroxidase 16 OS=Arabidopsis thaliana OX=3702 GN=PER16 PE=1 SV=2
Potra2n9c18946	chr9	sp|Q6C8F5|CEF1_YARLI Pre-mRNA-splicing factor CEF1 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=CEF1 PE=3 SV=1
Potra2n9c18947	chr9	None available
Potra2n9c18948	chr9	sp|A6UT20|PSB_META3 Proteasome subunit beta OS=Methanococcus aeolicus (strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3) OX=419665 GN=psmB PE=3 SV=1
Potra2n9c18949	chr9	sp|F4J1Q9|AVT1I_ARATH Amino acid transporter AVT1I OS=Arabidopsis thaliana OX=3702 GN=AVT1I PE=3 SV=1
Potra2n9c18950	chr9	sp|Q9SD22|SDEH3_ARATH Senescence/dehydration-associated protein At3g51250 OS=Arabidopsis thaliana OX=3702 GN=At3g51250 PE=2 SV=1
Potra2n9c18951	chr9	sp|Q99405|PRTM_BACSK M-protease OS=Bacillus clausii (strain KSM-K16) OX=66692 GN=aprE PE=1 SV=2
Potra2n9c18952	chr9	sp|Q63ZR6|UD3A1_XENLA UDP-glucuronosyltransferase 3A1 OS=Xenopus laevis OX=8355 GN=ugt3a1 PE=2 SV=1
Potra2n9c18953	chr9	None available
Potra2n9c18954	chr9	None available
Potra2n9c18955	chr9	sp|Q07750|ADF1_CAEEL Actin-depolymerizing factor 1, isoforms a/b OS=Caenorhabditis elegans OX=6239 GN=unc-60 PE=1 SV=2
Potra2n9c18956	chr9	sp|O61742|PSMD4_CAEEL 26S proteasome non-ATPase regulatory subunit 4 OS=Caenorhabditis elegans OX=6239 GN=rpn-10 PE=2 SV=2
Potra2n9c18957	chr9	None available
Potra2n9c18958	chr9	sp|Q4IE79|PPIL4_GIBZE Peptidyl-prolyl cis-trans isomerase-like 4 OS=Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) OX=229533 GN=CYP6 PE=3 SV=2
Potra2n9c18959	chr9	sp|F4I9E1|NFD4_ARATH Protein NUCLEAR FUSION DEFECTIVE 4 OS=Arabidopsis thaliana OX=3702 GN=NFD4 PE=3 SV=1
Potra2n9c18960	chr9	None available
Potra2n9c18961	chr9	None available
Potra2n9c18962	chr9	None available
Potra2n9c18963	chr9	sp|A0A1P8B554|THLP1_ARATH Thaumatin-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=TLP1 PE=2 SV=1
Potra2n9c18964	chr9	sp|Q8L4X4|GAT2_ARATH Probable GABA transporter 2 OS=Arabidopsis thaliana OX=3702 GN=At5g41800 PE=1 SV=1
Potra2n9c18965	chr9	None available
Potra2n9c18966	chr9	sp|Q51929|CSPA_PHOLD Major cold shock protein (Fragment) OS=Photobacterium leiognathi subsp. mandapamensis OX=48408 GN=cspA PE=3 SV=1
Potra2n9c18967	chr9	None available
Potra2n9c18968	chr9	sp|P25303|SCJ1_YEAST DnaJ-related protein SCJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCJ1 PE=1 SV=2
Potra2n9c18969	chr9	sp|A8G1Q8|RLMF_SHESH Ribosomal RNA large subunit methyltransferase F OS=Shewanella sediminis (strain HAW-EB3) OX=425104 GN=rlmF PE=3 SV=1
Potra2n9c18970	chr9	sp|Q54BH5|Y3730_DICDI PI-PLC X-box domain-containing protein DDB_G0293730 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0293730 PE=4 SV=2
Potra2n9c18971	chr9	sp|P16658|SEN2_YEAST tRNA-splicing endonuclease subunit SEN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEN2 PE=1 SV=1
Potra2n9c18972	chr9	sp|P0DI38|CASP1_BRADI Casparian strip membrane protein 1 OS=Brachypodium distachyon OX=15368 GN=Bradi5g15727 PE=3 SV=1
Potra2n9c18973	chr9	sp|Q96F15|GIMA5_HUMAN GTPase IMAP family member 5 OS=Homo sapiens OX=9606 GN=GIMAP5 PE=1 SV=1
Potra2n9c18974	chr9	sp|O14299|WIS4_SCHPO MAP kinase kinase kinase wis4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=wis4 PE=3 SV=1
Potra2n9c18975	chr9	sp|O80630|DIR9_ARATH Dirigent protein 9 OS=Arabidopsis thaliana OX=3702 GN=DIR9 PE=2 SV=1
